Date,Open,High,Low,Close,Adj Close,Volume
2023-10-27,16.03362464904785,16.925609588623047,16.022531509399414,16.42019271850586,16.42019271850586,4602786
2023-10-28,16.4202823638916,16.574249267578125,16.30019760131836,16.481834411621094,16.481834411621094,2075309
2023-10-29,16.481170654296875,16.92959213256836,16.172067642211914,16.58163070678711,16.58163070678711,4331908
2023-10-30,16.581403732299805,17.264341354370117,16.49299430847168,17.196674346923828,17.196674346923828,4008329
2023-10-31,17.196840286254883,17.306018829345703,16.770328521728516,17.067094802856445,17.067094802856445,3126609
2023-11-01,17.069364547729492,17.223764419555664,16.75345802307129,16.853025436401367,16.853025436401367,2874940
2023-11-02,16.854930877685547,17.10771942138672,16.234739303588867,16.421777725219727,16.421777725219727,2451315
2023-11-03,16.421470642089844,16.421470642089844,15.417083740234375,16.11153793334961,16.11153793334961,1778433
2023-11-04,16.1085147857666,16.1085147857666,15.709808349609375,15.953185081481934,15.953185081481934,1243489
2023-11-05,15.953120231628418,16.77532386779785,15.780611038208008,16.392946243286133,16.392946243286133,2871332
2023-11-06,16.39381980895996,16.72364616394043,16.280487060546875,16.6606502532959,16.6606502532959,2039609
2023-11-07,16.66170883178711,17.2965145111084,16.589757919311523,16.64373016357422,16.64373016357422,4553830
2023-11-08,16.641454696655273,16.797014236450195,16.16938591003418,16.58843231201172,16.58843231201172,1763466
2023-11-09,16.585559844970703,17.05039405822754,16.169912338256836,16.61952781677246,16.61952781677246,2985649
2023-11-10,16.615123748779297,16.9156494140625,16.308837890625,16.73895263671875,16.73895263671875,2888193
2023-11-11,16.736188888549805,19.542987823486328,16.572433471679688,17.144065856933594,17.144065856933594,10303777
2023-11-12,17.14324378967285,23.316631317138672,17.118642807006836,19.661407470703125,19.661407470703125,21270169
2023-11-13,19.678056716918945,20.20659637451172,17.81110954284668,18.610332489013672,18.610332489013672,10062222
2023-11-14,18.611841201782227,23.391929626464844,18.312368392944336,20.89138412475586,20.89138412475586,23921715
2023-11-15,20.907669067382812,21.943952560424805,19.85917091369629,20.97926902770996,20.97926902770996,8256610
2023-11-16,20.981237411499023,21.32672691345215,20.19545555114746,20.25155258178711,20.25155258178711,5216200
2023-11-17,20.251924514770508,20.658327102661133,18.696931838989258,19.2351016998291,19.2351016998291,2864920
2023-11-18,19.23736000061035,19.69061851501465,17.88814353942871,19.17464256286621,19.17464256286621,3229008
2023-11-19,19.17477035522461,19.2722110748291,18.561967849731445,19.24097442626953,19.24097442626953,1543392
2023-11-20,19.242435455322266,19.496734619140625,18.810644149780273,19.097986221313477,19.097986221313477,2415085
2023-11-21,19.097179412841797,19.217653274536133,16.560319900512695,16.560319900512695,16.560319900512695,2761673
2023-11-22,16.543535232543945,17.905893325805664,16.50062370300293,17.905893325805664,17.905893325805664,1716401
2023-11-23,17.905017852783203,17.997758865356445,17.211166381835938,17.341033935546875,17.341033935546875,1554178
2023-11-24,17.347423553466797,17.8609561920166,17.24017906188965,17.440935134887695,17.440935134887695,1544025
2023-11-25,17.442293167114258,17.786195755004883,17.229293823242188,17.684276580810547,17.684276580810547,1741184
2023-11-26,17.68097686767578,18.880752563476562,17.360389709472656,18.05636978149414,18.05636978149414,3361705
2023-11-27,18.054885864257812,20.376604080200195,17.654029846191406,17.945106506347656,17.945106506347656,10658274
2023-11-28,17.94633674621582,18.397401809692383,17.736469268798828,18.07285499572754,18.07285499572754,2808473
2023-11-29,18.0743350982666,18.212116241455078,17.12640380859375,17.334646224975586,17.334646224975586,2023268
2023-11-30,17.33534049987793,17.662670135498047,17.195960998535156,17.597856521606445,17.597856521606445,1390615
2023-12-01,17.60767364501953,19.222829818725586,17.481752395629883,18.53666114807129,18.53666114807129,11597598
2023-12-02,18.535160064697266,18.993864059448242,18.15493392944336,18.285139083862305,18.285139083862305,5158890
2023-12-03,18.285446166992188,18.745018005371094,17.879179000854492,17.92646026611328,17.92646026611328,4502892
2023-12-04,17.92262840270996,18.31533432006836,17.57410430908203,17.881494522094727,17.881494522094727,2243649
2023-12-05,17.880516052246094,18.026525497436523,17.465747833251953,17.628517150878906,17.628517150878906,2135835
2023-12-06,17.627975463867188,17.876911163330078,17.325817108154297,17.345836639404297,17.345836639404297,1786369
2023-12-07,17.34916877746582,17.638458251953125,17.009178161621094,17.41640853881836,17.41640853881836,1430426
2023-12-08,17.417699813842773,18.267244338989258,17.288063049316406,17.683618545532227,17.683618545532227,2858960
2023-12-09,17.68361473083496,19.16925811767578,17.507606506347656,18.220455169677734,18.220455169677734,38894429
